,names,genders,meanings,religion,image
162,ahmaraan,Female or Girls,"It is an indirect Quranic name  that means gold, saffron It is derived from the HMR redness BLANKENTER Do you not see that Allah sends down rain from the sky, and We produce thereby fruits of varying colors And in the mountains are tracts, white and red of varying shades and some extremely blackQuran ",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ahmaraan_name_meaning_origin.jpg.webp
163,ahnaf,Female or Girls,"Bin Qays bin Muwiyah bin Husayn at Tamimi had this name, he was a narrator of Hadith",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ahnaf_name_meaning_origin.jpg.webp
164,ahoo,Female or Girls,"Beautiful eyed, beloved, gazelle",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ahoo_name_meaning_origin.jpg.webp
165,ahram,Female or Girls, is an Arabic name for boys and girls that means pyramids It is the plural of haram pyramid,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ahram_name_meaning_origin.jpg.webp
166,ahvaz,Female or Girls,"  is a Persian name for boys and girls that refers to a southern city of Iran in the Khuzestan Province, on the banks of the Karun River",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ahvaz_name_meaning_origin.jpg.webp
167,ahwaz,Female or Girls," is a variant of the Persian boy and girl name Ahvaz,which is the name of a city in the Khuzestan Province of Iran",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ahwaz_name_meaning_origin.jpg.webp
168,ahyas,Female or Girls,"  is an Arabic name for boys and girls that means brave, courageous",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ahyas_name_meaning_origin.jpg.webp
169,aicha,Female or Girls,enthusiasm,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aicha_name_meaning_origin.jpg.webp
170,aidan,Female or Girls,"  is an indirect Quranic name for boys and girls that means tall palm tree It is derived from the AinDN root perpetuity which is used in many places in the Quran Help, intelligent",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aidan_name_meaning_origin.jpg.webp
171,aidana,Female or Girls, is an indirect Quranic name for girls that means tall palm tree It is derived from the AinDN root perpetuity which is used in many places in the Quran,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aidana_name_meaning_origin.jpg.webp
172,aighar,Female or Girls,"She was a religious, righteous woman AN",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aighar_name_meaning_origin.jpg.webp
173,aigheen,Female or Girls,"  is a TurkishPersian name for girls that means possessor of the moon, figuratively it means beautiful, like the moon",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aigheen_name_meaning_origin.jpg.webp
174,aigul,Female or Girls,"  is a TurkishPersian name for girls that means flower of the moon, a flower that is beautiful like the moon The figurative meaning of the name is beautiful, gorgeous",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aigul_name_meaning_origin.jpg.webp
175,aileen,Female or Girls,"  is a Turkish name for girls that means halo around the moon, a halo that appears around the moon on certain nights of the year",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aileen_name_meaning_origin.jpg.webp
176,aimal,Female or Girls,Friend,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aimal_name_meaning_origin.jpg.webp
177,aimen,Female or Girls,"Brave, fearless, lucky, right hand",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aimen_name_meaning_origin.jpg.webp
178,ain-alsaba,Female or Girls,Treasure of the eye,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ain-alsaba_name_meaning_origin.jpg.webp
179,ainaz,Female or Girls,"  is a TurkishPersian name made up of the Turkish word Ai moon and the Persian word naz beauty, cuteness, creating the meaning of beautiful like the moon, gorgeous",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ainaz_name_meaning_origin.jpg.webp
180,aireen,Female or Girls,"  is a Kurdish name for girls that means fiery made of fire, passionate, and is the name of a mountain in Kurdistan, also known as Agreen",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aireen_name_meaning_origin.jpg.webp
181,aisana,Female or Girls,"  is a TurkishPersian name for girls made up of Ay moon in Turkish, san characterization suffix in Persian and a namebuilding suffix in Persian, creating the mean of one who is like the moon The figurative meaning of the name is beautiful, radiant",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aisana_name_meaning_origin.jpg.webp
182,aisha,Female or Girls,"Alive, living, happily living, wellliving, prosperous, Welloff Youngest wife of the Prophet Muhammad pbuh",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aisha_name_meaning_origin.jpg.webp
183,aisooda,Female or Girls,"  is a Turkish name for girls that means moon in water, figuratively it means beautiful and fresh",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aisooda_name_meaning_origin.jpg.webp
184,aiya,Female or Girls,"Miracle, verses in the Quran",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aiya_name_meaning_origin.jpg.webp
185,aiyla,Female or Girls,Moonlight,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aiyla_name_meaning_origin.jpg.webp
186,ajaar,Female or Girls, Arabic for rewards,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ajaar_name_meaning_origin.jpg.webp
187,ajab,Female or Girls,"  is an Arabic name for boys and girls that means amazement, wonder",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ajab_name_meaning_origin.jpg.webp
188,ajam,Female or Girls,"  is an Arabic name for boys and girls that means nonArab, foreign It is used especially to mean Persian It also means date seed",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ajam_name_meaning_origin.jpg.webp
189,ajaweed,Female or Girls,"  is an Arabic name for boys and girls that means generosity, acts of kindness",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ajaweed_name_meaning_origin.jpg.webp
190,ajeeb,Female or Girls,Wonderful,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ajeeb_name_meaning_origin.jpg.webp
191,ajeebah,Female or Girls,"She was the daughter of Muhammad alBaqadari, and was a narrator of Hadith",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ajeebah_name_meaning_origin.jpg.webp
192,ajia,Female or Girls,"Superb, Wonderful",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ajia_name_meaning_origin.jpg.webp
193,ajlal,Female or Girls,"Beautiful, stubborn, young princess",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ajlal_name_meaning_origin.jpg.webp
194,ajrada,Female or Girls,"AlAmeeh, was a great worshipper who worshipped longn the night somnetimes right upto daun AN",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ajrada_name_meaning_origin.jpg.webp
195,ajradah,Female or Girls,"AlAmeeh, was a great worshipper who worshipped long in the night sometimes right up to dawn AN",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ajradah_name_meaning_origin.jpg.webp
196,ajwa,Female or Girls,Name of a date in Saudia Arabia Tree planted by Holy Prohpet PBUH,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/ajwa_name_meaning_origin.jpg.webp
197,akbari,Female or Girls,Big,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/akbari_name_meaning_origin.jpg.webp
198,akhtar,Female or Girls,"A Star, good luck, good man",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/akhtar_name_meaning_origin.jpg.webp
199,akhtari,Female or Girls,Wife Of Prophet,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/akhtari_name_meaning_origin.jpg.webp
200,akia,Female or Girls,Sister,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/akia_name_meaning_origin.jpg.webp
201,akida,Female or Girls,"Certain, firm",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/akida_name_meaning_origin.jpg.webp
202,akleema,Female or Girls,Beautiful One of the daughters of Adam AS,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/akleema_name_meaning_origin.jpg.webp
203,aklima,Female or Girls,The first step,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aklima_name_meaning_origin.jpg.webp
204,akshiti,Female or Girls,Victorious peace,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/akshiti_name_meaning_origin.jpg.webp
205,akwan,Female or Girls,Universe and Creation,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/akwan_name_meaning_origin.jpg.webp
206,alalah,Female or Girls,A flower,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alalah_name_meaning_origin.jpg.webp
207,alaleh,Female or Girls,  is a Persian name for girls that refers to a group of flowers known as ranunculus in English,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alaleh_name_meaning_origin.jpg.webp
208,alam,Female or Girls,"World, Universe",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alam_name_meaning_origin.jpg.webp
209,alamafruz,Female or Girls,Light and Radiance,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alamafruz_name_meaning_origin.jpg.webp
210,alamara,Female or Girls,Adorning the world,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alamara_name_meaning_origin.jpg.webp
211,alayna,Female or Girls,Princess Iranian,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alayna_name_meaning_origin.jpg.webp
212,aleen,Female or Girls,"  is a Persian name for girls that means red, rosy It is used to describe healthy and youthful skin, as in rosy cheeks",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aleen_name_meaning_origin.jpg.webp
213,aleena,Female or Girls,"Silk of heaven, Beautiful, Fair, GoodLooking",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aleena_name_meaning_origin.jpg.webp
214,aleesa,Female or Girls,Joy,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aleesa_name_meaning_origin.jpg.webp
215,aleeza,Female or Girls,Joy,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aleeza_name_meaning_origin.jpg.webp
216,aleha,Female or Girls,A beautiful rose,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aleha_name_meaning_origin.jpg.webp
217,alesha,Female or Girls,Protected by god,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alesha_name_meaning_origin.jpg.webp
218,alfah,Female or Girls,Guide,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alfah_name_meaning_origin.jpg.webp
219,alhan,Female or Girls,"Eloquence, good voice",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alhan_name_meaning_origin.jpg.webp
220,alhena,Female or Girls,A ring A star in the constellation Gemini,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alhena_name_meaning_origin.jpg.webp
221,alia,Female or Girls,"Noble, Elevated, Exulted, sublime, elevated, lofty, high, a women of highest social standing class of people who live in Illiyyeen, those who have the highest rank in Paradise",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alia_name_meaning_origin.jpg.webp
222,alicia,Female or Girls," is a form of Alice, it is derived from the Germanic word Adalheidis which means nobility",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alicia_name_meaning_origin.jpg.webp
223,alihat,Female or Girls,"Idol, goddess",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alihat_name_meaning_origin.jpg.webp
224,alika,Female or Girls,Love,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alika_name_meaning_origin.jpg.webp
225,alima,Female or Girls,"Knowledgeable, Intellectual, learned, Woman scholar, Wise women,Woman of learning,",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alima_name_meaning_origin.jpg.webp
226,alina,Female or Girls,"Beautiful, noble, illustrious in Arabic ,Greek origin meaning light",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alina_name_meaning_origin.jpg.webp
227,alisa,Female or Girls," comes from Elissa, which was the name of the Queen of Carthage, an ancient civilization that existed in modern day Tunisia The name probably means wanderer in Phoenician It may also be derived from the name of the flower known as alyssum",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alisa_name_meaning_origin.jpg.webp
228,alisha,Female or Girls,"Protected by Allah, Honesty, Truthful, Mazbooti say baandhna, Strong tie",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alisha_name_meaning_origin.jpg.webp
229,alishaba,Female or Girls,Beautiful sunshine,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alishaba_name_meaning_origin.jpg.webp
230,alishba,Female or Girls,"Lovely, Innocent, Pretty",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alishba_name_meaning_origin.jpg.webp
231,aliza,Female or Girls,"Joyous, The Daughter Of Ali RA",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/aliza_name_meaning_origin.jpg.webp
232,allamah,Female or Girls,"  is an Arabic name for boys and girls that means extremely knowledgeable, endowed with great and rare knowledge",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/allamah_name_meaning_origin.jpg.webp
233,alleyah,Female or Girls,Leader,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alleyah_name_meaning_origin.jpg.webp
234,alma,Female or Girls,Apple,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/alma_name_meaning_origin.jpg.webp
235,almas,Female or Girls,Diamond,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/almas_name_meaning_origin.jpg.webp
236,almasa,Female or Girls,Diamond,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/almasa_name_meaning_origin.jpg.webp
237,almash,Female or Girls, is a variant of the Persian girl name Almas which means diamond,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/almash_name_meaning_origin.jpg.webp
238,almaz,Female or Girls, is a variant of the Persian girl name Almas which means diamond Both names are correct and acceptable,Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/almaz_name_meaning_origin.jpg.webp
239,almira,Female or Girls,"Princess Of higher birth order ,Truth",Muslim,https://www.momjunction.com/wp-content/uploads/baby-names/almira_name_meaning_origin.jpg.webp
